label,text
atis_flight, i want to fly from baltimore to dallas round trip
atis_flight, show me flights from oakland to dallas on sunday
atis_airfare, what are the coach class fares on flights from pittsburgh to atlanta
atis_flight, i would like a flight that leaves on friday from philadelphia to dallas that makes a stop in atlanta
atis_flight, show flights from philadelphia to san francisco
atis_flight, what's the cheapest flight from atlanta to baltimore
atis_flight, i would like to see the flights from denver to philadelphia
atis_aircraft, all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before 10 in the morning
atis_flight, what is the earliest flight from memphis to las vegas
atis_flight, flight 417 from cincinnati to dallas
atis_flight, what flights go from denver to san francisco
atis_flight, what's the last flight from atlanta to boston
atis_airline, which airlines have flights between charlotte and newark
atis_flight, display all flights from st. petersburg and charlotte flights should leave after noon arrive after 5 pm nonstop flight
atis_flight, show flights from pittsburgh into san francisco arriving after 12 noon
atis_quantity, how many flights does eastern airlines have from boston to atlanta
atis_airport, describe pittsburgh airport
atis_flight, i would like to book a flight from baltimore to newark early in the morning on april ninth
atis_flight, could i have the flights from newark to orlando please
atis_flight, i would like to fly on twa from baltimore to san francisco
atis_meal, what types of meals are available
atis_flight, show me the flights from dallas to baltimore
atis_flight, what flights depart baltimore on friday and arrive in san francisco by 8 pm
atis_flight, what are the flights from atlanta to dallas
atis_flight, i'd like a flight from las vegas to detroit on monday
atis_flight, i would like to plan a flight on american airlines from boston to denver
atis_flight, i want a flight from toronto to san diego that stops in st. louis are there flights
atis_ground_service, train to newark
atis_flight, i need a flight from new york to san francisco
atis_flight, i'd like to have flight from denver to pittsburgh
atis_airfare, fares and flights from baltimore to philadelphia
atis_flight, i'd like to see all flights from baltimore to philadelphia
atis_flight, between boston and denver i'd like a flight that takes the least amount of stops to get to boston
atis_flight, show me flights from baltimore to boston
atis_flight, which flights are there on tuesday from san francisco to pittsburgh
atis_aircraft, list aircraft types that fly between boston and san francisco
atis_flight, show me the flights from boston to denver on august second
atis_flight, what's the cheapest flight from denver to pittsburgh for both one way and round trip flights
atis_ground_fare, what are the rental car rates in dallas
atis_ground_service, what ground transportation is there in atlanta
atis_flight, list flights from atlanta to boston on wednesday afternoon
atis_flight, list all flights arriving and departing at general mitchell international
atis_flight, show me all flights from san francisco to denver
atis_flight, i would like to find a flight that goes from la guardia airport to san jose i would like the flight to be on united airlines and arrive in san jose around 10 pm
atis_flight, flights from cincinnati to dallas departing after 718 am
atis_flight, what flights from tacoma to orlando on saturday
atis_airfare, what is the least expensive one way fare from boston to san francisco
atis_ground_service, ground transport in denver
atis_flight, show me the flights from boston to pittsburgh on wednesday and thursday
atis_airfare, what's the lowest round trip fare from atlanta to pittsburgh
atis_flight, what flights are there available from philadelphia to denver on wednesday with economy class
atis_flight, please list all flights between indianapolis and orlando on the twenty seventh of december
atis_flight, show me all the flights from boston to denver that serve lunch
atis_flight, okay and on may four i would like to go from atlanta to denver leaving early in the morning around 8
atis_flight, give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee
atis_flight, i need a flight tonight from charlotte to las vegas with a stop in st. louis and i want dinner
atis_flight, is there any flight leaving washington around 3 o'clock for denver
atis_flight, please list all of the flights leaving atlanta heading to baltimore after 8 pm wednesday and before 9 am thursday
atis_flight, list flights from pittsburgh to san francisco
atis_flight, what flights from atlanta to toronto
atis_flight, is there a flight in the afternoon from philadelphia that arrives in the evening in denver
atis_flight, what is the earliest flight from boston to atlanta
atis_flight, show me the flights from philadelphia to baltimore
atis_flight, show me the flights on delta or twa which go through atlanta
atis_flight, i would like to see all flights from baltimore to philadelphia
atis_flight, please show me early morning flights from atlanta to philadelphia on wednesday
atis_flight, show me all direct flights from dallas fort worth to either san francisco or oakland
atis_flight, show me all flights from baltimore to dallas
atis_airfare, what round trip tickets are there from cleveland to miami on us air that arrive before 4 pm
atis_flight, what flights are available from denver to baltimore first class on united airlines arriving may seventh before noon
atis_flight, show me the flights between boston and san francisco denver and san francisco boston and denver
atis_abbreviation, what does fare code qo mean
atis_flight, list the flights arriving in boston from atlanta on august fifth
atis_city, are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning
atis_flight, show me a list of flights on american airlines from boston to dc on july twenty second
atis_flight, flights from cincinnati to denver on american airlines
atis_flight, what are the flights from atlanta to baltimore which arrive in baltimore at 7 o'clock pm
atis_airline, please show me airlines with flights from denver to philadelphia
atis_ground_service, show me ground transportation in washington dc
atis_flight, i would like to fly from denver to pittsburgh on united airlines
atis_airfare, show me the cheapest fares from san diego to miami one way
atis_flight, show me all flights from san francisco to boston philadelphia or baltimore
atis_flight, give me american airlines from milwaukee to phoenix on saturday and sunday
atis_flight, i need flight information leaving atlanta and arriving in baltimore for monday
atis_flight, show me the flights that go from san diego to newark with one stop in houston
atis_flight, what's the earliest flight leaving denver for pittsburgh
atis_flight, list lowest cost flight from dallas to baltimore that serves a meal
atis_flight, what are the flights from pittsburgh to oakland
atis_flight, are there any flights next monday morning from pittsburgh to san francisco
atis_flight, now i'd like information on flights from denver to san francisco
atis_flight, does american airlines fly from philadelphia to san francisco
atis_flight, show me flights denver to washington dc on thursday
atis_flight, please list all flights on northwest and united airlines that go to denver
atis_flight, is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm
atis_flight, list the flights arriving in baltimore from pittsburgh on august third
atis_flight, show me the latest flight on wednesday from atlanta to washington dc
atis_flight, show me all flights between san francisco and philadelphia for september fifteenth
atis_flight, list all flights from pittsburgh to philadelphia
atis_airfare, what is the airfare for flights from denver to pittsburgh on delta airline
atis_flight, flights from cleveland to miami
atis_flight, show me the flights arriving at love field from other airports
atis_flight, i need a nonstop flight from san diego to phoenix
atis_flight, i need a flight from logan to atlanta this afternoon
atis_flight, show me the evening flights from philadelphia to atlanta
atis_flight, show me the flights from atlanta to philadelphia
atis_flight, list the cheapest flight from charlotte to memphis
atis_flight, which are the flights from denver to baltimore or washington dc
atis_airfare, what is the fare going one way on november seventh from denver to oakland
atis_flight, show me all flights from new york to milwaukee on northwest airlines departing at 720 am
atis_flight, which delta flights depart from san francisco heading toward boston after 12 noon
atis_flight, what's the cheapest flight from san francisco to boston
atis_abbreviation, what is ewr
atis_flight, give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday
atis_flight, i'd like also to book a one way flight from pittsburgh to atlanta the cheapest one on july twentieth
atis_flight, show me all the flights out of boston today
atis_flight, what nonstop flights between boston and washington arrive after 4 o'clock pm
atis_flight, show me the evening flights from philadelphia to baltimore
atis_flight, find travel arrangements for a round trip flight from boston to pittsburgh
atis_airfare, what's the lowest round trip fare from dallas to baltimore
atis_flight, what flights from pittsburgh to atlanta on wednesday morning serves breakfast
atis_flight, show me all flights from denver to burbank
atis_flight, show me all the flights between philadelphia and denver
atis_flight, list the flights from toronto to salt lake city
atis_flight, what is the first flight from boston to atlanta and what is the last flight from atlanta to boston
atis_flight, i would like a flight from philadelphia to san francisco
atis_flight, i'd like to go from boston to san francisco
atis_flight, show me flights from atlanta to washington dc leaving on thursday
atis_ground_service, what ground transportation is available in san francisco
atis_airline, which airlines fly from boston to washington
atis_flight, show me all direct flights from san francisco to boston departing before noon
atis_flight, show me all flights from pittsburgh to baltimore on thursday
atis_flight, show me all flights from san francisco to boston philadelphia or baltimore
atis_flight, what is your last trip from washington to boston on august twenty seventh
atis_ground_service, can i get a taxi from long beach airport to downtown long beach
atis_flight, show me one way flights from tampa to st. louis departing before 10 am first class
atis_flight, i would like a flight from denver to pittsburgh
atis_flight, show me the earliest flight from newark to seattle
atis_quantity, how many fares are there one way from tacoma to montreal
atis_flight, flights from houston to los angeles departing after 1026
atis_flight, i need information from denver to pittsburgh
atis_flight, i would like a list of round trip flights between indianapolis and orlando florida for the twenty seventh and the twenty eighth of december
atis_airfare, what is the lowest fare from denver to atlanta
atis_flight, show me the flights into love field
atis_flight, what are the flights for united airlines on september twentieth in the morning
atis_flight, which flights go from pittsburgh to atlanta in the evening
atis_airfare, could you tell me the cheapest fare from atlanta to boston on thirty first of august
atis_flight, i am interested in a flight on american airlines from dallas to washington
atis_airfare, how much is a flight from washington to montreal
atis_airfare, how much is a first class ticket from boston to san francisco
atis_flight, list flights from detroit to san diego on thursday
atis_flight, show me flights to philadelphia coming from baltimore or denver or pittsburgh
atis_flight, what are the least expensive flights from denver to atlanta
atis_flight, what is the earliest flight that i can get from bwi to boston logan
atis_flight, i need information on a flight from washington to fort worth
atis_flight, show me first class flights from new york to miami leaving on a tuesday
atis_flight, i would like a flight from denver to pittsburgh
atis_flight, i'd like to see the flights from baltimore to philadelphia
atis_flight, flights from cleveland to miami
atis_quantity, how many daily us air flights are there between philadelphia and pittsburgh
atis_abbreviation, what does fare code qx mean
atis_flight, what flights go from philadelphia to san francisco via dallas
atis_airfare, show me us air fares for next sunday from miami to cleveland
atis_flight, show flights from denver to oakland arriving between 12 and 1 o'clock
atis_flight, flights from montreal and phoenix to las vegas
atis_flight, show me flights from boston to pittsburgh after 1700 hours on wednesday
atis_flight, please show all flights from philadelphia to denver airport next sunday
atis_flight, please tell me the flights between boston and philadelphia next thursday
atis_flight, i need flights that arrive in baltimore from pittsburgh
atis_flight, what flights from st. louis to st. paul on thursday leaving after 10 am
atis_flight, information on american airlines from washington to fort worth
atis_flight, list all flights departing from general mitchell
atis_flight, i want to fly from milwaukee to orlando
atis_flight, list united flights from denver to san francisco on tuesdays or wednesdays
atis_abbreviation, what is bna
atis_flight, tell me about flights from salt lake city to st. petersburg
atis_ground_service, information on ground transportation from airport to downtown boston
atis_flight, show me all flights from philadelphia to denver on sunday which leave philadelphia after noon
atis_airfare, what is the cheapest fare from dallas to denver on delta
atis_flight, show me flights denver to washington on thursday
atis_flight, give me flights from denver to baltimore
atis_flight, show me which flights from san francisco to pittsburgh on a monday are first class
atis_flight, do you have any flights united airlines from dallas to san francisco
atis_airfare, what is the cost of a flight from boston to denver
atis_flight, what flights are there from boston to dallas
atis_flight, please list the friday night flights from st. paul to kansas city
atis_flight, what flights are available tomorrow from denver to philadelphia
atis_flight, show me the flights from baltimore to oakland
atis_flight, baltimore to philadelphia
atis_distance, how far is the airport from downtown pittsburgh
atis_flight, show me the flight classes for delta airlines
atis_flight, flights from pittsburgh to baltimore between 10 am and 2 pm
atis_ground_service, show me ground transportation in san francisco
atis_ground_service, what kind of ground transportation is available in denver
atis_quantity, how many flights does twa have with business class
atis_flight, show me flights from denver to philadelphia
atis_flight, i need a flight from new york city to montreal thursday may six
atis_flight_no, what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco
atis_flight, what afternoon flights are available from denver to san francisco on wednesdays
atis_airfare, what is the cheapest fare from baltimore to dallas in any class
atis_flight, i would like a nonstop flight from new york to las vegas on march second
atis_flight, can you show me evening flights from nashville to houston that serve dinner
atis_flight, i'm in miami and i'd like to travel to las vegas on sunday
atis_flight, list all daily flights between boston and oakland as well as boston and oakland using american airline
atis_flight, show me the evening flights from baltimore to atlanta
atis_flight_no, what are the flight numbers of the flights which go from san francisco to washington via indianapolis
atis_flight, list all daily flights between oakland and boston using american airline
atis_quantity, how many booking classes are there
atis_airline, is there an airline that has a flight from philadelphia to san francisco with a stop in dallas
atis_ground_service, what do you know about car rental in denver
atis_flight, are there any flights from milwaukee to tacoma on friday june eleventh
atis_airfare, what are the fares from dallas to san francisco on flight dl 217
atis_airfare, what are the first class and coach fares for flights from chicago to kansas city arriving around 7 pm next thursday
atis_flight, which flights depart los angeles destination charlotte that leave on a monday morning
atis_flight, list all flights going from boston to atlanta before 5 o'clock am on thursday
atis_flight, what flights are available from denver to philadelphia on wednesday
atis_abbreviation, what does fare code qo mean
atis_flight, flights from westchester county to san francisco daily
atis_flight, i would like to know the latest flight on wednesday you have leaving from oakland to salt lake city which offers a meal
atis_flight, show me the cheapest one way flights from pittsburgh to dallas leaving pittsburgh between noon and 2 pm
atis_flight, philadelphia to boston monday
atis_flight, flights on sunday from tampa to charlotte
atis_flight, earliest flight from atlanta to philadelphia
atis_flight, show me the flights from boston to pittsburgh
atis_flight, what's the cheapest flight from dallas to baltimore on december seventeenth
atis_flight, can you list all flights from chicago to st. louis that depart after 12 noon
atis_flight, i would like to see flights from denver to philadelphia
atis_flight, what is the last flight of the day to leave baltimore for boston
atis_flight, show me the cheapest flights from baltimore to dallas
atis_flight, flight from washington dc to salt lake city
atis_flight, i would like an american flight from toronto to san diego with a stopover in denver please
atis_flight, what flights from st. paul to kansas city on friday with a meal
atis_airfare, show me fares from houston to las vegas
atis_distance, how long is the flight from atlanta to san francisco at noon on november seventh
atis_flight, does midwest express serve baltimore
atis_abbreviation, define airline us
atis_ground_service, what ground transportation is available in boston
atis_flight, okay just on november twenty third i want to fly from atlanta to denver and i need to know what flights are available
atis_quantity, list the total number of flights to all airports by delta
atis_flight, what flights go from newark to boston after 5 pm
atis_ground_service, what type of ground transportation is available in washington
atis_flight, find a flight from long beach to st. louis stopping in dallas
atis_flight, list all flights leaving san francisco monday afternoon arriving in pittsburgh
atis_flight, could i have a list of flights in first class on monday from san francisco to pittsburgh starting at noon and afterwards
atis_quantity, how many first class flights does united have leaving from all airports today
atis_flight, what flights from pittsburgh to newark on monday
atis_flight, give me the flights on tuesday from los angeles to pittsburgh
atis_flight, tell me about flights from atlanta to charlotte next monday
atis_flight, give me all flights from boston to philadelphia next week arriving after lunch
atis_flight, i want a flight from ontario to chicago
atis_flight, i need a flight leaving pittsburgh next monday arriving in fort worth before 10 am
atis_flight, show me round trip flights from denver to baltimore that offer first class service on united
atis_flight, show me the flights next tuesday between philadelphia and san francisco
atis_flight, what flights from chicago to kansas city
atis_flight, i would like a flight from nashville to st. louis that arrives in st. louis around 6 pm and is nonstop
atis_flight, show me the flights from baltimore to boston
atis_flight, i'd like a flight tomorrow evening from nashville to houston that includes dinner for tomorrow
atis_flight, what is the earliest flight between pittsburgh and denver that serves breakfast
atis_flight, what flights leave la guardia for san jose and arrive 10 pm
atis_flight, i would like to find flights from minneapolis to long beach after 4 o'clock on monday june fourteenth please
atis_flight, i need an early flight from denver to san francisco please and i would like breakfast served on that
atis_aircraft, what planes are used by twa
atis_flight, does flight dl 323 dl 229 from boston to denver stop in philadelphia
atis_flight, i need a flight from st. petersburg to charlotte which will get me into charlotte by 5 pm or as soon thereafter as possible
atis_airfare, i am looking to get one air fare from baltimore to san francisco on a 747 leaving august twenty seventh
atis_flight, what flights are available from pittsburgh to boston on saturday
atis_flight, show flights leaving miami to cleveland on us air that leave after noon
atis_flight, i'd like a twa flight from atlanta to pittsburgh with a stopover in fort worth dallas please
atis_flight, what are the flights available after 6 pm between san francisco and boston
atis_flight, what flight from denver to pittsburgh arrives earliest in the morning
atis_flight, show me the flights from boston to san francisco on united airlines
atis_ground_service, rental car in baltimore
atis_flight, show me all connecting flights on united airlines between boston and san francisco
atis_ground_service, what type of ground transportation is available at logan airport
atis_ground_service, is there ground transportation from the airport in denver to downtown
atis_airfare, show me round trip fares from new york to miami
atis_flight, what is the cheapest flight from pittsburgh to atlanta leaving on october fifth
atis_flight, what's the last flight from houston to dallas
atis_flight, what are the flights from boston to baltimore
atis_flight, show me the flights from tacoma to miami after 6 pm
atis_flight, show flights from new york city to las vegas
atis_flight, i'm starting from denver
atis_airfare, i need fare information from denver to pittsburgh
atis_flight, show me flights from tampa to st. louis leaving before 10 am
atis_flight, wednesday from baltimore to newark
atis_flight, i want to fly from boston to atlanta i would like the cheapest fare please
atis_city, is bwi washington
atis_flight, flights between boston and philadelphia that arrive after 2 o'clock and before 5 o'clock on tuesday
atis_flight, i want to go from boston to oakland
atis_flight, show me flights from milwaukee to orlando on a thursday before noon
atis_airfare, how much is a flight from washington to boston
atis_ground_fare, can you list costs of denver rental cars
atis_flight, what is united airlines service between boston and san francisco
atis_quantity, how many first class flights does united have leaving from all cities today
atis_flight, list all flights from baltimore to philadelphia
atis_airfare, i would like the fare on the us air 1039 from denver to pittsburgh on april twenty
atis_ground_service, show me a list of rental car fares at boston airport
atis_flight, i need information on a flight from boston to denver
atis_flight, show me flights to dallas from san francisco and atlanta and pittsburgh
atis_flight, find a flight from san francisco to boston on wednesday
atis_flight, i'm looking for flights from oakland to atlanta leaving before 1045 am
atis_flight, does eastern have an early afternoon flight from boston to san francisco
atis_flight, list the flights on sunday afternoon from oakland to dallas
atis_airfare, can you show me what fares are available from oakland to dallas on december sixteenth one way only
atis_airline, what does the airline code dl stand for
atis_airline, please show me airlines with flights from denver to boston with a stopover in philadelphia
atis_flight, show me the flights that leave on thursday mornings from atlanta to washington and include whether meals are offered and what the prices are
atis_flight, please list am flights leaving san francisco boston
atis_flight, flight from denver to philadelphia saturday afternoon
atis_ground_service, what ground transportation is available in san francisco
atis_airfare, can you show me economy class one way fares for flights from oakland to dallas on december sixteenth
atis_flight, is there a flight between washington dc and san francisco on us air at 8 am
atis_airfare, what are the fares for flights between atlanta and dfw provided by delta airlines
atis_abbreviation, what does dfw mean
atis_flight, what are the different classes that an airline offers
atis_flight, show me all flights from san francisco to pittsburgh on friday
atis_flight, i'd like to book an flight on american airlines from boston to san francisco with one stop in pittsburgh
atis_flight, philadelphia to san francisco
atis_flight, give me a flight from memphis to las vegas and new york city to las vegas on sunday that arrive at the same time
atis_flight, flights from new york to miami
atis_airfare, how much does it cost to fly directly from philadelphia to san francisco on american airlines
atis_flight, wednesday morning flights between baltimore and newark new jersey
atis_flight, show me the evening flights from atlanta to washington on wednesdays
atis_airport, what is the name of the airport at denver
atis_flight, show the flights that leave philadelphia that go to atlanta that leave early on thursday morning
atis_flight, give me the flights from kansas city to chicago leaving next wednesday arriving at chicago at about 7 pm
atis_flight, what are the flights from cleveland to indianapolis on wednesday may twelfth on either twa delta or continental
atis_flight, thank you i also need to travel next wednesday evening from dallas to san francisco
atis_flight, i'd like to book the cheapest one way flight from denver to pittsburgh on july fifteenth
atis_flight, i'd like to fly from atlanta to denver on august twenty ninth
atis_flight, i need a flight from atlanta to philadelphia and i'm looking for the cheapest fare
atis_distance, how long does it take to get from denver to oakland
atis_airline, list all the airlines that fly into general mitchell international
atis_flight, what nonstop flights between boston and washington arrive after 5 o'clock pm
atis_ground_service, what ground transportation can i take into boston
atis_flight, show me all the flights that arrive in baltimore in the evening
atis_quantity, how many us air flights leave from washington
atis_flight, show me morning flights from toronto
atis_flight, show the flights from milwaukee to orlando on a thursday morning
atis_airfare, show me the first class fares from baltimore to dallas
atis_flight, list all us air flights from miami to cleveland leaving on sunday afternoon
atis_flight, what flights are there from newark to seattle on saturday
atis_aircraft, what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas
atis_airfare, what's the cheapest round trip fare between dallas and baltimore
atis_flight, show me the lowest price from dallas to baltimore
atis_flight, give me morning flights from charlotte to baltimore
atis_flight, show me the flights from philadelphia to baltimore in the morning
atis_ground_service, ground transportation in las vegas
atis_ground_service, can i see ground transportation from long beach airport to downtown
atis_flight, show me the cheapest round trips from dallas to baltimore
atis_airfare, what is the cheapest fare that i can get between philadelphia and san francisco
atis_flight, i would like information on flights leaving atlanta in the afternoon arriving in dallas
atis_flight, i would like to fly from denver to boston
atis_flight, show me the flights from cincinnati to denver
atis_ground_service, ground transportation philadelphia
atis_capacity, how many passengers can a boeing 737 hold
atis_flight, show me round trips from houston to las vegas nonstop
atis_aircraft, show me the type of aircraft that canadian airlines uses
atis_flight_time, on united airlines give me the flight times from boston to dallas
atis_flight, show morning flights from philadelphia to dallas
atis_flight, i'd like to find a flight from miami florida to las vegas nevada that would arrive before 4 pm on sunday
atis_flight, show me all the flights to baltimore after 6 o'clock pm
atis_flight, what is the earliest flight leaving from boston going to atlanta
atis_abbreviation, what does ff mean
atis_flight, show me all the information about the flight from baltimore to dallas which is listed dl 1055 dl 405
atis_flight, please show me continental flights from san francisco to pittsburgh on friday
atis_flight, list nonstop flights from houston to dallas which arrive before midnight
atis_flight, list flights from pittsburgh to atlanta on the evening of august sixth
atis_quantity, how many cities are served by twa with first class flights
atis_ground_service, ground transportation from airport in boston to downtown boston
atis_flight, please list flights from philadelphia to dallas stopping in atlanta
atis_flight, on thursday i'd like a flight from st. petersburg to miami
atis_flight, list the first class flights from baltimore to denver
atis_flight, show me all the flights arriving around noon in washington dc from denver
atis_flight, show me all flights from indianapolis
atis_airfare, what is the cheapest ticket from baltimore to san francisco on friday august thirtieth
atis_flight, are there any other flights from boston to pittsburgh wednesday next week later than 5 pm
atis_flight, show me the flights leaving charlotte to atlanta around 7 pm next tuesday
atis_flight, give me flights that arrive in baltimore from denver
atis_flight, what flights are available from pittsburgh to baltimore on july twenty fifth 1991
atis_flight, flights from cleveland to kansas city on monday
atis_flight, what are the cheapest flights from pittsburgh to atlanta
atis_flight, what flights are available friday afternoon from philadelphia to oakland california
atis_airfare, show me the cheapest one way fare from baltimore to dallas
atis_abbreviation, what is hp
atis_flight, show all nonstop flights from boston to atlanta
atis_flight, i'd like a flight from st. petersburg to miami on that next thursday
atis_ground_service, do you have ground transportation between airport and downtown in boston
atis_flight, what flights are available from boston to denver on wednesday in early morning
atis_flight, i need a flight from baltimore to seattle
atis_flight, show all flights from baltimore to dallas on monday evening and the cost of each flight
atis_flight, i'd like a twa flight from las vegas to new york nonstop
atis_restriction, what are the restrictions on the cheapest one way fare between boston and oakland
atis_flight, flights from miami to cleveland
atis_flight, i'd like information on a flight from denver to san francisco on united air
atis_flight, show me all the direct flights from atlanta to baltimore
atis_flight, show me all flights from san diego to los angeles
atis_flight, i would like to book a flight that goes from memphis to las vegas
atis_flight, i need a flight on sunday from long beach to columbus
atis_flight, show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way
atis_flight, what flights from memphis to miami on wednesday
atis_flight, i need a flight from san diego to indianapolis leaving in the afternoon on tuesday
atis_flight, list the flights from denver to san francisco after 2 pm on a monday
atis_flight, show me the flights from indianapolis to montreal
atis_flight, give me the latest flight tomorrow on united airlines from milwaukee to tacoma
atis_flight, what flights from st. paul to kansas city on friday with dinner served
atis_flight, what flights go to san francisco from boston
atis_flight, what're the cheapest nonstop flights from new york to miami one way
atis_airfare, show me all the prices of flights from baltimore to dallas
atis_flight, show me the flights from philadelphia to dallas with one stop
atis_flight, where does canadian airlines international fly
atis_abbreviation, what is ua
atis_flight, show me the flights that go from san diego to newark by way of houston
atis_flight, show me all the united airlines flights leaving dallas
atis_flight, what flights depart baltimore and arrive by 8 pm friday in san francisco
atis_flight, flights from atlanta please
atis_flight, list flights from phoenix to detroit on thursday june twenty fourth
atis_flight, flight leaving from oakland to salt lake city
atis_flight, what's the earliest flight leaving denver for pittsburgh
atis_flight, when is the first flight in the morning from boston to denver
atis_flight, what are the flights from las vegas to burbank on saturday may twenty two
atis_flight, flights from jfk or la guardia to cleveland
atis_flight, what flights are available from denver to san francisco
atis_flight, show me flights from boston to denver on wednesday
atis_abbreviation, what is fare code h
atis_flight, show me the earliest flight from boston to san francisco
atis_flight, what are the flights from baltimore to dallas on sunday night
atis_flight, i would like some information on flights leaving boston to atlanta
atis_flight, okay on the following wednesday i'd like to go from memphis to cincinnati as early as possible
atis_flight, show me the latest nonstop flight from denver to washington dc
atis_ground_service, i will be staying downtown in atlanta for two hours could you tell me what the ground transportation is available
atis_flight, which united flights from boston to san francisco make connections
atis_flight, list all afternoon flights leaving baltimore and arriving in atlanta on thursday
atis_airfare, what are the most expensive first class tickets between boston and san francisco
atis_flight, what are the morning flights from philadelphia to dallas going on american airlines
atis_flight, find travel arrangements for a round trip flight from baltimore to pittsburgh
atis_flight, how can i get from the airport in pittsburgh to downtown
atis_airfare, what is the lowest cost fare that delta has between boston and san francisco
atis_flight, what flights do you have from milwaukee to tampa
atis_flight, show me the flights from philadelphia to dallas
atis_airline, what airline is dl
atis_flight, are there any flights from denver to atlanta which connect in pittsburgh
atis_flight, what flights go from san francisco to denver on mondays
atis_flight, all flights leaving washington dc to san francisco that are first class
atis_flight, show me the flights from san francisco to boston
atis_flight, i would like to fly from dallas to denver on the morning of august twenty seventh leaving at 650
atis_flight, i would like to fly from denver to pittsburgh on the cheapest flight possible
atis_ground_service, ground transportation in oakland
atis_flight, show me all flights from philadelphia to boston on monday which serve a meal and arrive before noon
atis_flight, show me flights from boston to denver on tuesday
atis_airfare, display all fare codes
atis_flight, list flights from atlanta to boston on wednesday afternoon
atis_flight, i would like the cheapest flight from pittsburgh to atlanta leaving april twenty fifth and returning may sixth
atis_flight, do you have a flight from philadelphia to san francisco with a stopover in dallas
atis_flight, okay i'd like to fly from denver to pittsburgh
atis_flight_time, now i'd like a schedule for the flights on tuesday morning from oakland no from dallas fort worth to atlanta
atis_flight, hi i'd like a flight on alaska airlines from san diego to toronto please
atis_abbreviation, what is ff
atis_abbreviation, what is the meaning of meal code s
atis_flight, i live in washington and i would like to make a trip to san francisco can you tell me which airlines connect with those two cities
atis_flight, show me all the delta flights leaving pittsburgh between 12 and 4 in the afternoon
atis_ground_service, ground transportation in denver
atis_airfare, show me round trip fares between san francisco and washington dc
atis_flight, show me all flights from pittsburgh which leave tomorrow and arrive in boston
atis_flight, i want to leave boston at 838 and arrive in denver at 1110 in the morning
atis_flight, i need a flight on thursday before 8 am from oakland to salt lake city
atis_ground_service, what ground transportation is available in denver
atis_abbreviation, what does the fare code qx mean
atis_flight, is there a late afternoon flight leaving washington for denver
atis_flight, are there any united airlines flights between boston and dallas
atis_flight, i would like an early morning flight from chicago into seattle on june first on continental airline
atis_flight, show me the flights from boston to dallas
atis_distance, what is the distance from la guardia to new york's downtown
atis_flight, show me all flights between san francisco and philadelphia for september fifteenth
atis_flight, i'd like flight information between boston and washington september third
atis_flight, what flights from washington dc to toronto
atis_airline, what airlines fly between san francisco and denver
atis_flight, show me the flights from baltimore to seattle
atis_aircraft, what aircraft is used on delta flight 1222 from kansas city to salt lake city
atis_airfare, what is the cost of a ticket going from denver to boston july twenty fifth 1991
atis_airfare, what's the cost of a first class fare from philadelphia to san francisco
atis_flight, what is the earliest flight between logan and bwi
atis_ground_service, can you find out about the ground transportation available in atlanta
atis_flight, saturday flights from las vegas to montreal
atis_airline, please show me airlines with flights from denver to boston stop philadelphia
atis_flight, what are the flights in the month of december from atlanta to denver which stop in boston
atis_airfare, what is the first class fare from indianapolis to orlando
atis_flight, show flights from denver into san francisco
atis_flight, what is the first flight that travels from atlanta to baltimore that serves lunch
atis_flight, show me all flights from boston to dfw
atis_flight, i want to go from boston to atlanta on monday
atis_flight, show me the flights from st. petersburg to salt lake city that arrive before noon
atis_flight, i would like to fly from boston to baltimore in the afternoon what flights are there
atis_ground_service, i'm looking for ground transportation in dallas
atis_flight, i need a listing of flights from kansas city missouri to salt lake city utah
atis_flight, show me all flights from new york to miami leaving on a tuesday
atis_flight, show sunday flights from seattle to chicago
atis_flight, show me the flights from denver to philadelphia
atis_flight, what are the flights that leave detroit and arrive in chicago around 7 pm next wednesday
atis_flight_no, please show me the return flight number from toronto to st. petersburg
atis_abbreviation, what does ea mean
atis_flight, from phoenix to denver on a monday
atis_flight, list all daily flights between boston and oakland and between oakland and boston using delta airlines
atis_flight, list all flights going from boston to atlanta on wednesday after 6 o'clock pm on wednesday
atis_flight, give me flights from atlanta to baltimore
atis_flight, show me the united flights from bwi to denver
atis_flight, i want a flight from atlanta to pittsburgh
atis_airfare, show me round trip fares from san jose to salt lake city
atis_flight, i need to go from boston to dallas
atis_flight, show me the flights out of love field
atis_flight, can you tell me the flights on october fifteenth 1991 from boston to oakland
atis_flight, show me flights from baltimore to dallas
atis_flight, a first class flight on american to san francisco on the coming tuesday
atis_flight, show me the flights from baltimore to oakland
atis_flight, i would like to originate my flight in washington dc stop in denver with the destination city of san francisco
atis_flight, all flights from washington dc to san francisco on november twelfth
atis_flight, i would like a flight from philadelphia to dallas that makes a stop in atlanta
atis_airfare, show me all the night fares between philadelphia and san francisco
